"ISBN","PubDate","PrintYear","Price","Discipline","Title","Subtitle","AuthorFirst1","AuthorLast1","AuthorAffiliation1","AuthorFirst2","AuthorLast2","AuthorAffiliation2","AuthorFirst3","AuthorLast3","AuthorAffiliation3","AuthorFirst4","AuthorLast4","AuthorAffiliation4","AuthorFirst5","AuthorLast5","AuthorAffiliation5","AuthorEditor","Imprint","Edition","Cover","Pages","Illustrations","Series","Volume","AuthorURL1","Description","TOC","Reviews","Classification","AuthorCountry"
"1852335033",2005-01-04,"2005",225.00,"Medicine","Tendon Injuries","Basic Science and Clinical Medicine","Nicola","Maffulli","Keele University School of Medicine, Stoke-on-Trent, UK","Per","Renstrom","Karolinska Institute, Stockholm, Sweden","Wayne B.","Leadbetter","The Orthopaedic Center, Rockville, MD, USA",,,,,,,"E",,,"HC","332",,,,,"Tendon ailments are a significant cause of morbidity among athletes of all levels and are increasing in prevalence. Their management is often empirical, and para-scientific, only looking at the biological aspects of tendon ailments. This book conveys a co",,,"B","China"
"0306486830",2005-01-07,"2005",99.00,"Psychology","Learning in Cultural Context","Family, Peers, and School","Ashley E.","Maynard","University of Hawaii, Honolulu","Mary I.","Martini","University of Hawaii, Honolulu",,,,,,,,,,"E","Plenum US",,"HC","280","0","International and Cultural Psychology",,,"<P>While many volumes have been written about the social context of children's learning, less attention has been given to the cultural context in which cognition and learning take place. This book focuses precisely on the cultural aspects of learning and ",,,"C","Ghana"
"1402081162",2005-01-07,"2005",34.95,"Economics & Law","An Annotated Timeline of Operations Research","An Informal History","Saul I.","Gass","University of Maryland, College Park, USA","Arjang A.","Assad","University of Maryland, College Park, USA",,,,,,,,,,"A",,,"SC","232","0","International Series in Operations Research & Management Science","000075",,"<em>AN ANNOTATED TIMELINE OF OPERATIONS RESEARCH: An Informal History</em> recounts the evolution of Operations Research (OR) as a new science - the science of decision making. Arising from the urgent operational issues of World War II, the philosophy and",,,"A","France"
"1590594282",2005-01-07,"2005",39.99,"Computer Science","Extreme Photoshop CS",,"Matt","Kloskowski",,,,,,,,,,,,,,"A","friends of ED",,"SC","416",,,,,"<P>Following a renowned fifteen-year history, Photoshop CS emerges as the newest edition to the Adobe family. This dynamic version allows you to create myriad styles—ranging from pixel, to vector, to 3D, and more. But what about proper instruction and gui","<P>Section 1—Photoshop and Realism</P> <P>Chapter 1: Introduction to Photoshop and Realism</P> <P>Chapter 2: Creating Realism with Brushes</P> <P>Chapter 3: Realism and 3D</P> <P>Chapter 4: Photorealism Techniques</P> <P>Section 2—Cartooning in Photoshop<",,"A","England"
"0387210938",2005-01-07,"2005",49.95,"Biology","Evolution of the Vertebrate Auditory System",,"Geoffrey A.","Manley","Technische UniversitΣt Mⁿnchen, Garching, Germany","Arthur N.","Popper","University of Maryland, College Park, MD","Richard R.","Fay","Loyola University of Chicago, Chicago, IL",,,,,,,"E",,,"SC","415",,"Springer Handbook of Auditory Research","000022",,"The function of vertebrate hearing is served by a surprising variety of sensory structures in the different groups of fish, amphibians, reptiles, birds and mammals. This book discusses the origin, specialization, and functional properties of sensory hair ","An outline of the evolution of vertebrate hearing organs * Environmental variables and the fundamental nature of hearing * Evolution of sensory hair cells * Parallel evolution in fish hearing organs * The evolution of single- and multiple-ossicle ears in ",,"B","USA"
"0387233601",2005-01-07,"2005",89.95,"Economics & Law","Adequacy, Accountability, and the Future of Public Education Funding",,"Dennis P.","Leyden","University of North Carolina, Greensboro, NC",,,,,,,,,,,,,"A",,"01","HC","224",,,,,"<P>This volume assesses the impact of the decade-old move in public education reform away from funding equalization and toward adequacy and accountability. In six chapters, the author provides a detailed introduction, the theoretical and empirical backgro","<P>-Introduction -A General Theory of Intergovernmental Grants -Theory of Public Education Funding with Court Intervention -Assessing the Empirical Validity of the Theory -A Legislative and Legal History of Public Education Funding -The Future of Public E",,"B","China"
"0387220461",2005-01-07,"2005",99.00,"Physics","Emergent Computation","Emphasizing Bioinformatics","Matthew","Simon","Stanford, CA",,,,,,,,,,,,,"A",,,"HC","423",,"Biological and Medical Physics, Biomedical Engineering",,,"<P>Emergent Computation emphasizes the interrelationship of the different classes of languages studied in mathematical linguistics (regular, context-free, context-sensitive, and type 0) with aspects to the biochemistry of DNA, RNA, and proteins. In additi",,,"B","Ghana"
"0306478617",2005-01-07,"2005",139.00,"Biology","Fibrogenesis","Cellular and Molecular Basis","Moshe S.","Razzaque",,,,,,,,,,,,,,"E",,,"HC","230","47","Medical Intelligence Unit",,,"<P><EM>Fibrogenesis: Cellular and Molecular Basis</EM> is the first volume to provide a synopsis of the rapid progress that has been documented in fibrogenesis over last couple of years, which significantly enhanced our understanding of the pathomechanism","<P>Tissue Scarring. -Pathological Significance of Renal Expression of Proinflammatory Molecules. -Oxidative Stress, Lipoproteins &amp; Angiotensin II. -Involvement of NF-╬║B in Renal Inflammation and Sclerosis. -Low-Density Lipoprotein &amp; Glomeruloscle",,"B","France"
"0306482371",2005-01-07,"2005",139.00,"Biology","Toll and Toll-Like Receptors:","An Immunologic Perspective","Tina","Rich","Univerisity of Cambridge, Cambridge, UK",,,,,,,,,,,,,"A",,,"HC","218","76","Molecular Biology Intelligence Unit",,,"<P>Until recently innate immunity was viewed as the poorer cousin of the sophisticated adaptive immune response. We now know however that these ?higher? immune responses are actually underpinned by an elegantly hewn system of innate immune surveillance. D",,,"B","England"
"4431402772",2005-01-10,"2005",149.00,"Medicine","Research and Development in Breast Ultrasound",,"E.","Ueno","University of Tsukuba, Japan","T.","Shiina","University of Tsukuba, Japan","M.","Kuboto","Yamachika Memorial Hospital, Kanagawa, Japan","K.","Sawai","University of Medicine, Kyoto, Japan",,,,"E",,,"HC","207","187",,,,"<P>This book was planned in order to announce the contents discussed in the 13th International Congress on the Ultrasound Examination of the Breast. Breast ultrasound has become a indispensable method for the diagnosis of cancer of the breast. Breast ultr",,,"C","USA"
"0306485605",2005-01-10,"2005",149.00,"Psychology","Handbook of Mental Health Services for Children, Adolescents, and Families",,"Ric G.","Steele","University of Kansas, Lawrence","Michael C.","Roberts","University of Kansas, Lawrence",,,,,,,,,,"E","Plenum US",,"HC","421","0","ISSUES IN CLINICAL CHILD PSYCHOLOGY",,,"<P>Social, economic, and theoretical changes in the current clinical landscape are adding up to profound changes in children?s services--not the least of which is an expanded need for mental health services. Professionals--novices and veteran clinicians a",,,"A","China"
"3540220925",2005-01-12,"2005",109.00,"Biology","Biocombinatorial Approaches for Drug Finding",,"Wolfgang","Wohlleben","University of Tⁿbingen, Germany","Tilman","Spellig","Schering AG, Berlin, Germany","Beate","Mⁿller-Tiemann","Schering AG, Berlin, Germany",,,,,,,"E",,,"HC","288","113","Ernst Schering Research Foundation Workshop","000051",,"<P>Genome- and proteome-based research is generating a significant increase in the number of available drug targets. Correspondingly there is an increasing need for novel, diverse compounds, particularly based on natural compounds, as screening resource. ",,,"C","Ghana"
"3540237968",2005-01-12,"2005",99.00,"Medicine","Health Research in Developing Countries","A collaboration between Burkina Faso and Germany","Heiko","Becher","University of Heidelberg, Germany","Bocar","Kouyaté","Centre de Recherche en Santé de Nouna, Burkina Faso",,,,,,,,,,"E",,,"HC","308",,,,,"<P>Health research in developing countries has many facets. On one side, malaria and AIDS as main causes of morbidity and mortality are a focus for clinical and epidemiological studies. On the other side, the need for improving the health care system in g","Introduction.- Clinical Research.- Epidemiological Studies.- Health System Research.- Molecular Genetic Studies",,"C","France"
"3540228985",2005-01-12,"2005",119.00,"Mathematics","Projective Duality and Homogeneous Spaces",,"E. A.","Tevelev","University of Texas at Austin, TX",,,,,,,,,,,,,"A",,"01","HC","250",,"Encyclopaedia of Mathematical Sciences","000133",,"<P>Projective duality is a very classical notion naturally arising in various areas of mathematics, such as algebraic and differential geometry, combinatorics, topology, analytical mechanics, and invariant theory, and the results in this field were until ",,,"B","England"
"3540219617",2005-01-12,"2005",29.95,"Mathematics","Galileo Galilei: When the World Stood Still",,"Atle","Naess","Ski, Norway",,,,,,,,,,,,,"A",,,"HC","222","24",,,,,,,"A","India"
"3540207481",2005-01-12,"2005",49.95,"Mathematics","Arnold's Problems",,"Vladimir I.","Arnold",,,,,,,,,,,,,,"E",,,"SC","639",,,,,"<P><STRONG>Arnold's Problems</STRONG> contains mathematical problems which have been brought up by Vladimir Arnold in his famous seminar at Moscow State University over several decades. In addition, there are problems published in his numerous papers and ",,,"A","USA"
"3540222111",2005-01-12,"2005",129.00,"Chemistry","Mesophases, Polymers, and Particles",,"G.","Lagaly",,"W.","Richtering",,,,,,,,,,,"E",,"01","HC","134",,"Progress in Colloid and Polymer Science","000129",,"<P>This volume focuses on studies on the frontier between colloid and polymer science and reveals the broad diversity of results in this field. The volume contains papers on micellar systems, mesophases, vesicles, surface films, gels, polymer colloids, na",,,"C","China"
"354022338X",2005-01-12,"2005",129.00,"Chemistry","Fluorescence Spectroscopy in Biology","Advanced Methods and their Applications to Membranes, Proteins, DNA, and Cells","Martin","Hof","University of Prague, Czech Republic","Rudolf","Hutterer","University of Regensburg, Germany","Vlastimil","Fidler","Technical University Prague, Czech Republic",,,,,,,"E",,,"HC","305","116","Springer Series on Fluorescence","000003",,"Volume&nbsp;3 of this new series focuses on brandnew research and applications in biology, biophysics and other fields of life sciences. Many frontline researcher have contributed to this highly attractive and interdisciplinary volume which spans the enti","<",,"C","Ghana"
"354021125X",2005-01-12,"2005",209.00,"Chemistry","Natural Product Synthesis I","Targets, Methods, Concepts","Johann","Mulzer","University of Vienna, Austria",,,,,,,,,,,,,"E",,,"HC","239",,"Topics in Current Chemistry","000243",,,"<P>&nbsp;</P> <P>B. Basler, S. Brandes, A. Spiegel and T. Bach: Total Synthesis of Kalsoene and Preussin .- <BR>R. Bandichhor, B. Nosse and O. Reiser: Paraconic Acids- the Natural Products from Lichen Symbiont .- <BR>M. Hiersemann and H. Helmboldt: Recent",,"C","France"
"3540212477",2005-01-12,"2005",225.00,"Chemistry","Surface and Colloid Science",,"Fernando","Galembeck","University of Campinas, Brazil",,,,,,,,,,,,,"E",,,"HC","320",,"Progress in Colloid and Polymer Science","000128",,"<P>This volume includes 58 contributions to the 11<SUP>th</SUP> International Conference on Surface and Colloid Science, a highly successful conference sponsored by the International Association of Colloid and Interface Scientists and held in Iguassu Fall","<P>Charged Particles and Interfaces</P> <P>Nanostructures and Nanotechnology</P> <P>Self-Assembly and Structured Fluids</P> <P>Biocolloids and Biological Applications</P> <P>Colloidal Dispersions</P> <P>Surfactants and Polymers</P> <P>Technology and Appli",,"C","England"
"3540439897",2005-01-12,"2005",229.00,"Chemistry","Traceability in Chemical Measurement",,"Paul De","Bièvre","Kasterlee, Belgium","Helmut","Günzler","Weinheim, Germany",,,,,,,,,,"E",,,"HC","297",,,,,"The validation of analytical methods is based on a series of experimental procedures to establish selectivity, sensitivity, repeatability, and reproducibility. In addition ""traceability"" means an ""unbroken chain of comparisons."" This volume collects 20 ou",,,"C","India"
"3540234128",2005-01-12,"2005",239.00,"Medicine","Polyvinylpyrrolidone Excipients for Pharmaceuticals","Povidone, Crospovidone and Copovidone","Volker","Bühler","Wachenheim, Germany",,,,,,,,,,,,,"A",,,"HC","254","110",,,,"<P>The book describes the properties, analytical methods and the applications of different polyvinylpyrrolidone excipients (povidone, crospovidone, copovidone etc.) for use in pharmaceutical preparations. This group of excipients is one of the most import","<P>General notes on synthesis.- Soluble polyvinylpyrrolidone (povidone).- Insoluble polyvinylpyrrolidone (crospovidone).- Vinylpyrrolidone - vinyl acetate copolymer (copovidone).- Registration and toxicological data.- References (literature).- Alphabetica",,"C","USA"
